,model,dataset,question_id,answer_index
6126,Qwen2-VL-2B-Instruct,arcc,997,1
6127,Qwen2-VL-2B-Instruct,arcc,998,0
6128,Qwen2-VL-2B-Instruct,arcc,999,0
6129,Qwen2-VL-2B-Instruct,arcc,1000,0
6130,Qwen2-VL-2B-Instruct,arcc,1001,0
6131,Qwen2-VL-2B-Instruct,arcc,1002,2
6132,Qwen2-VL-2B-Instruct,arcc,1003,0
6133,Qwen2-VL-2B-Instruct,arcc,1004,0
6134,Qwen2-VL-2B-Instruct,arcc,1005,0
6135,Qwen2-VL-2B-Instruct,arcc,1006,0
6136,Qwen2-VL-2B-Instruct,arcc,1007,0
6137,Qwen2-VL-2B-Instruct,arcc,1008,0
6138,Qwen2-VL-2B-Instruct,arcc,1009,0
6139,Qwen2-VL-2B-Instruct,arcc,1010,0
6140,Qwen2-VL-2B-Instruct,arcc,1011,2
6141,Qwen2-VL-2B-Instruct,arcc,1012,1
6142,Qwen2-VL-2B-Instruct,arcc,1013,2
6143,Qwen2-VL-2B-Instruct,arcc,1014,0
6144,Qwen2-VL-2B-Instruct,arcc,1015,1
6145,Qwen2-VL-2B-Instruct,arcc,1016,0
6146,Qwen2-VL-2B-Instruct,arcc,1017,0
6147,Qwen2-VL-2B-Instruct,arcc,1018,0
6148,Qwen2-VL-2B-Instruct,arcc,1019,2
6149,Qwen2-VL-2B-Instruct,arcc,1020,1
6150,Qwen2-VL-2B-Instruct,arcc,1021,3
6151,Qwen2-VL-2B-Instruct,arcc,1022,0
6152,Qwen2-VL-2B-Instruct,arcc,1023,3
6153,Qwen2-VL-2B-Instruct,arcc,1024,0
6154,Qwen2-VL-2B-Instruct,arcc,1025,0
6155,Qwen2-VL-2B-Instruct,arcc,1026,0
6156,Qwen2-VL-2B-Instruct,arcc,1027,0
6157,Qwen2-VL-2B-Instruct,arcc,1028,1
6158,Qwen2-VL-2B-Instruct,arcc,1029,1
6159,Qwen2-VL-2B-Instruct,arcc,1030,0
6160,Qwen2-VL-2B-Instruct,arcc,1031,0
6161,Qwen2-VL-2B-Instruct,arcc,1032,0
6162,Qwen2-VL-2B-Instruct,arcc,1033,1
6163,Qwen2-VL-2B-Instruct,arcc,1034,1
6164,Qwen2-VL-2B-Instruct,arcc,1035,1
6165,Qwen2-VL-2B-Instruct,arcc,1036,2
6166,Qwen2-VL-2B-Instruct,arcc,1037,0
6167,Qwen2-VL-2B-Instruct,arcc,1038,0
6168,Qwen2-VL-2B-Instruct,arcc,1039,0
6169,Qwen2-VL-2B-Instruct,arcc,1040,0
6170,Qwen2-VL-2B-Instruct,arcc,1041,0
6171,Qwen2-VL-2B-Instruct,arcc,1042,1
6172,Qwen2-VL-2B-Instruct,arcc,1043,3
6173,Qwen2-VL-2B-Instruct,arcc,1044,1
6174,Qwen2-VL-2B-Instruct,arcc,1045,0
6175,Qwen2-VL-2B-Instruct,arcc,1046,0
6176,Qwen2-VL-2B-Instruct,arcc,1047,0
6177,Qwen2-VL-2B-Instruct,arcc,1048,0
6178,Qwen2-VL-2B-Instruct,arcc,1049,0
6179,Qwen2-VL-2B-Instruct,arcc,1050,1
6180,Qwen2-VL-2B-Instruct,arcc,1051,0
6181,Qwen2-VL-2B-Instruct,arcc,1052,0
6182,Qwen2-VL-2B-Instruct,arcc,1053,1
6183,Qwen2-VL-2B-Instruct,arcc,1054,0
6184,Qwen2-VL-2B-Instruct,arcc,1055,2
6185,Qwen2-VL-2B-Instruct,arcc,1056,0
6186,Qwen2-VL-2B-Instruct,arcc,1057,1
6187,Qwen2-VL-2B-Instruct,arcc,1058,3
6188,Qwen2-VL-2B-Instruct,arcc,1059,0
6189,Qwen2-VL-2B-Instruct,arcc,1060,0
6190,Qwen2-VL-2B-Instruct,arcc,1061,1
6191,Qwen2-VL-2B-Instruct,arcc,1062,2
6192,Qwen2-VL-2B-Instruct,arcc,1063,3
6193,Qwen2-VL-2B-Instruct,arcc,1064,0
6194,Qwen2-VL-2B-Instruct,arcc,1065,3
6195,Qwen2-VL-2B-Instruct,arcc,1066,2
6196,Qwen2-VL-2B-Instruct,arcc,1067,0
6197,Qwen2-VL-2B-Instruct,arcc,1068,0
6198,Qwen2-VL-2B-Instruct,arcc,1069,0
6199,Qwen2-VL-2B-Instruct,arcc,1070,0
6200,Qwen2-VL-2B-Instruct,arcc,1071,2
6201,Qwen2-VL-2B-Instruct,arcc,1072,0
6202,Qwen2-VL-2B-Instruct,arcc,1073,0
6203,Qwen2-VL-2B-Instruct,arcc,1074,0
6204,Qwen2-VL-2B-Instruct,arcc,1075,0
6205,Qwen2-VL-2B-Instruct,arcc,1076,0
6206,Qwen2-VL-2B-Instruct,arcc,1077,3
6207,Qwen2-VL-2B-Instruct,arcc,1078,0
6208,Qwen2-VL-2B-Instruct,arcc,1079,1
6209,Qwen2-VL-2B-Instruct,arcc,1080,0
6210,Qwen2-VL-2B-Instruct,arcc,1081,2
6211,Qwen2-VL-2B-Instruct,arcc,1082,2
6212,Qwen2-VL-2B-Instruct,arcc,1083,0
6213,Qwen2-VL-2B-Instruct,arcc,1084,0
6214,Qwen2-VL-2B-Instruct,arcc,1085,0
6215,Qwen2-VL-2B-Instruct,arcc,1086,2
6216,Qwen2-VL-2B-Instruct,arcc,1087,1
6217,Qwen2-VL-2B-Instruct,arcc,1088,1
6218,Qwen2-VL-2B-Instruct,arcc,1089,3
6219,Qwen2-VL-2B-Instruct,arcc,1090,2
6220,Qwen2-VL-2B-Instruct,arcc,1091,0
6221,Qwen2-VL-2B-Instruct,arcc,1092,1
6222,Qwen2-VL-2B-Instruct,arcc,1093,1
6223,Qwen2-VL-2B-Instruct,arcc,1094,1
6224,Qwen2-VL-2B-Instruct,arcc,1095,1
6225,Qwen2-VL-2B-Instruct,arcc,1096,3
6226,Qwen2-VL-2B-Instruct,arcc,1097,0
6227,Qwen2-VL-2B-Instruct,arcc,1098,0
6228,Qwen2-VL-2B-Instruct,arcc,1099,0
6229,Qwen2-VL-2B-Instruct,arcc,1100,1
6230,Qwen2-VL-2B-Instruct,arcc,1101,0
6231,Qwen2-VL-2B-Instruct,arcc,1102,0
6232,Qwen2-VL-2B-Instruct,arcc,1103,0
6233,Qwen2-VL-2B-Instruct,arcc,1104,1
6234,Qwen2-VL-2B-Instruct,arcc,1105,2
6235,Qwen2-VL-2B-Instruct,arcc,1106,0
6236,Qwen2-VL-2B-Instruct,arcc,1107,0
6237,Qwen2-VL-2B-Instruct,arcc,1108,0
6238,Qwen2-VL-2B-Instruct,arcc,1109,2
6239,Qwen2-VL-2B-Instruct,arcc,1110,0
6240,Qwen2-VL-2B-Instruct,arcc,1111,0
6241,Qwen2-VL-2B-Instruct,arcc,1112,0
6242,Qwen2-VL-2B-Instruct,arcc,1113,1
6243,Qwen2-VL-2B-Instruct,arcc,1114,0
6244,Qwen2-VL-2B-Instruct,arcc,1115,2
6245,Qwen2-VL-2B-Instruct,arcc,1116,1
6246,Qwen2-VL-2B-Instruct,arcc,1117,1
6247,Qwen2-VL-2B-Instruct,arcc,1118,2
6248,Qwen2-VL-2B-Instruct,arcc,1119,1
6249,Qwen2-VL-2B-Instruct,arcc,1120,0
6250,Qwen2-VL-2B-Instruct,arcc,1121,2
6251,Qwen2-VL-2B-Instruct,arcc,1122,0
6252,Qwen2-VL-2B-Instruct,arcc,1123,0
6253,Qwen2-VL-2B-Instruct,arcc,1124,0
6254,Qwen2-VL-2B-Instruct,arcc,1125,0
6255,Qwen2-VL-2B-Instruct,arcc,1126,0
6256,Qwen2-VL-2B-Instruct,arcc,1127,0
6257,Qwen2-VL-2B-Instruct,arcc,1128,0
6258,Qwen2-VL-2B-Instruct,arcc,1129,2
6259,Qwen2-VL-2B-Instruct,arcc,1130,0
6260,Qwen2-VL-2B-Instruct,arcc,1131,1
6261,Qwen2-VL-2B-Instruct,arcc,1132,0
6262,Qwen2-VL-2B-Instruct,arcc,1133,3
6263,Qwen2-VL-2B-Instruct,arcc,1134,0
6264,Qwen2-VL-2B-Instruct,arcc,1135,3
6265,Qwen2-VL-2B-Instruct,arcc,1136,3
6266,Qwen2-VL-2B-Instruct,arcc,1137,3
6267,Qwen2-VL-2B-Instruct,arcc,1138,3
6268,Qwen2-VL-2B-Instruct,arcc,1139,3
6269,Qwen2-VL-2B-Instruct,arcc,1140,2
6270,Qwen2-VL-2B-Instruct,arcc,1141,1
6271,Qwen2-VL-2B-Instruct,arcc,1142,3
6272,Qwen2-VL-2B-Instruct,arcc,1143,0
6273,Qwen2-VL-2B-Instruct,arcc,1144,0
6274,Qwen2-VL-2B-Instruct,arcc,1145,0
6275,Qwen2-VL-2B-Instruct,arcc,1146,0
6276,Qwen2-VL-2B-Instruct,arcc,1147,3
6277,Qwen2-VL-2B-Instruct,arcc,1148,0
6278,Qwen2-VL-2B-Instruct,arcc,1149,2
6279,Qwen2-VL-2B-Instruct,arcc,1150,0
6280,Qwen2-VL-2B-Instruct,arcc,1151,2
6281,Qwen2-VL-2B-Instruct,arcc,1152,3
6282,Qwen2-VL-2B-Instruct,arcc,1153,1
6283,Qwen2-VL-2B-Instruct,arcc,1155,0
6284,Qwen2-VL-2B-Instruct,arcc,1156,0
6285,Qwen2-VL-2B-Instruct,arcc,1157,0
6286,Qwen2-VL-2B-Instruct,arcc,1158,0
6287,Qwen2-VL-2B-Instruct,arcc,1159,0
6288,Qwen2-VL-2B-Instruct,arcc,1160,1
6289,Qwen2-VL-2B-Instruct,arcc,1161,0
6290,Qwen2-VL-2B-Instruct,arcc,1162,0
6291,Qwen2-VL-2B-Instruct,arcc,1163,2
6292,Qwen2-VL-2B-Instruct,arcc,1164,0
6293,Qwen2-VL-2B-Instruct,arcc,1165,0
6294,Qwen2-VL-2B-Instruct,arcc,1166,1
6295,Qwen2-VL-2B-Instruct,arcc,1167,0
6296,Qwen2-VL-2B-Instruct,arcc,1168,0
6297,Qwen2-VL-2B-Instruct,arcc,1169,2
6298,Qwen2-VL-2B-Instruct,arcc,1170,0
6299,Qwen2-VL-2B-Instruct,arcc,1171,1
6300,Qwen2-VL-2B-Instruct,arcc,1172,0
6301,Qwen2-VL-2B-Instruct,arcc,1173,0
6302,Qwen2-VL-2B-Instruct,arcc,1174,0
6303,Qwen2-VL-2B-Instruct,arcc,1176,0
6304,Qwen2-VL-2B-Instruct,arcc,1177,0
6305,Qwen2-VL-2B-Instruct,arcc,1178,0
6306,Qwen2-VL-2B-Instruct,arcc,1179,0
6307,Qwen2-VL-2B-Instruct,arcc,1180,3
6308,Qwen2-VL-2B-Instruct,arcc,1181,2
6309,Qwen2-VL-2B-Instruct,arcc,1182,2
6310,Qwen2-VL-2B-Instruct,arcc,1183,1
6311,Qwen2-VL-2B-Instruct,arcc,1184,2
6312,Qwen2-VL-2B-Instruct,arcc,1185,0
6313,Qwen2-VL-2B-Instruct,arcc,1186,2
6314,Qwen2-VL-2B-Instruct,arcc,1187,2
6315,Qwen2-VL-2B-Instruct,arcc,1188,0
6316,Qwen2-VL-2B-Instruct,arcc,1189,0
6317,Qwen2-VL-2B-Instruct,arcc,1190,0
6318,Qwen2-VL-2B-Instruct,arcc,1191,1
6319,Qwen2-VL-2B-Instruct,arcc,1192,0
6320,Qwen2-VL-2B-Instruct,arcc,1193,0
6321,Qwen2-VL-2B-Instruct,arcc,1194,0
6322,Qwen2-VL-2B-Instruct,arcc,1195,0
6323,Qwen2-VL-2B-Instruct,arcc,1196,1
6324,Qwen2-VL-2B-Instruct,arcc,1197,1
6325,Qwen2-VL-2B-Instruct,arcc,1198,0
6326,Qwen2-VL-2B-Instruct,arcc,1199,3
6327,Qwen2-VL-2B-Instruct,arcc,1200,1
6328,Qwen2-VL-2B-Instruct,arcc,1201,1
6329,Qwen2-VL-2B-Instruct,arcc,1202,0
6330,Qwen2-VL-2B-Instruct,arcc,1203,0
6331,Qwen2-VL-2B-Instruct,arcc,1204,3
6332,Qwen2-VL-2B-Instruct,arcc,1205,3
6333,Qwen2-VL-2B-Instruct,arcc,1206,0
6334,Qwen2-VL-2B-Instruct,arcc,1207,0
6335,Qwen2-VL-2B-Instruct,arcc,1208,0
6336,Qwen2-VL-2B-Instruct,arcc,1209,0
6337,Qwen2-VL-2B-Instruct,arcc,1210,3
6338,Qwen2-VL-2B-Instruct,arcc,1211,1
6339,Qwen2-VL-2B-Instruct,arcc,1212,0
6340,Qwen2-VL-2B-Instruct,arcc,1213,3
6341,Qwen2-VL-2B-Instruct,arcc,1214,0
6342,Qwen2-VL-2B-Instruct,arcc,1215,2
6343,Qwen2-VL-2B-Instruct,arcc,1216,3
6344,Qwen2-VL-2B-Instruct,arcc,1217,2
6345,Qwen2-VL-2B-Instruct,arcc,1218,0
6346,Qwen2-VL-2B-Instruct,arcc,1219,0
6347,Qwen2-VL-2B-Instruct,arcc,1220,0
6348,Qwen2-VL-2B-Instruct,arcc,1221,0
6349,Qwen2-VL-2B-Instruct,arcc,1222,0
6350,Qwen2-VL-2B-Instruct,arcc,1223,1
6351,Qwen2-VL-2B-Instruct,arcc,1224,0
6352,Qwen2-VL-2B-Instruct,arcc,1225,0
6353,Qwen2-VL-2B-Instruct,arcc,1226,0
6354,Qwen2-VL-2B-Instruct,arcc,1227,0
6355,Qwen2-VL-2B-Instruct,arcc,1228,1
6356,Qwen2-VL-2B-Instruct,arcc,1229,0
6357,Qwen2-VL-2B-Instruct,arcc,1230,1
6358,Qwen2-VL-2B-Instruct,arcc,1231,1
6359,Qwen2-VL-2B-Instruct,arcc,1232,1
6360,Qwen2-VL-2B-Instruct,arcc,1233,0
6361,Qwen2-VL-2B-Instruct,arcc,1234,0
6362,Qwen2-VL-2B-Instruct,arcc,1235,3
6363,Qwen2-VL-2B-Instruct,arcc,1236,1
6364,Qwen2-VL-2B-Instruct,arcc,1237,2
6365,Qwen2-VL-2B-Instruct,arcc,1238,0
6366,Qwen2-VL-2B-Instruct,arcc,1239,1
6367,Qwen2-VL-2B-Instruct,arcc,1240,3
6368,Qwen2-VL-2B-Instruct,arcc,1241,1
6369,Qwen2-VL-2B-Instruct,arcc,1242,0
6370,Qwen2-VL-2B-Instruct,arcc,1243,1
6371,Qwen2-VL-2B-Instruct,arcc,1244,1
6372,Qwen2-VL-2B-Instruct,arcc,1245,1
6373,Qwen2-VL-2B-Instruct,arcc,1246,0
6374,Qwen2-VL-2B-Instruct,arcc,1247,2
6375,Qwen2-VL-2B-Instruct,arcc,1248,0
6376,Qwen2-VL-2B-Instruct,arcc,1249,0
6377,Qwen2-VL-2B-Instruct,arcc,1250,0
6378,Qwen2-VL-2B-Instruct,arcc,1251,3
6379,Qwen2-VL-2B-Instruct,arcc,1252,1
6380,Qwen2-VL-2B-Instruct,arcc,1253,0
6381,Qwen2-VL-2B-Instruct,arcc,1254,1
6382,Qwen2-VL-2B-Instruct,arcc,1255,0
6383,Qwen2-VL-2B-Instruct,arcc,1256,0
6384,Qwen2-VL-2B-Instruct,arcc,1257,0
6385,Qwen2-VL-2B-Instruct,arcc,1258,2
6386,Qwen2-VL-2B-Instruct,arcc,1259,1
6387,Qwen2-VL-2B-Instruct,arcc,1260,0
6388,Qwen2-VL-2B-Instruct,arcc,1261,0
6389,Qwen2-VL-2B-Instruct,arcc,1262,0
6390,Qwen2-VL-2B-Instruct,arcc,1263,0
6391,Qwen2-VL-2B-Instruct,arcc,1264,0
6392,Qwen2-VL-2B-Instruct,arcc,1265,0
6393,Qwen2-VL-2B-Instruct,arcc,1266,2
6394,Qwen2-VL-2B-Instruct,arcc,1267,0
6395,Qwen2-VL-2B-Instruct,arcc,1268,0
6396,Qwen2-VL-2B-Instruct,arcc,1269,3
6397,Qwen2-VL-2B-Instruct,arcc,1270,1
6398,Qwen2-VL-2B-Instruct,arcc,1271,0
6399,Qwen2-VL-2B-Instruct,arcc,1272,1
6400,Qwen2-VL-2B-Instruct,arcc,1273,0
6401,Qwen2-VL-2B-Instruct,arcc,1274,0
6402,Qwen2-VL-2B-Instruct,arcc,1275,3
6403,Qwen2-VL-2B-Instruct,arcc,1276,0
6404,Qwen2-VL-2B-Instruct,arcc,1277,1
6405,Qwen2-VL-2B-Instruct,arcc,1278,1
6406,Qwen2-VL-2B-Instruct,arcc,1279,0
6407,Qwen2-VL-2B-Instruct,arcc,1280,0
6408,Qwen2-VL-2B-Instruct,arcc,1281,0
6409,Qwen2-VL-2B-Instruct,arcc,1282,0
6410,Qwen2-VL-2B-Instruct,arcc,1283,0
6411,Qwen2-VL-2B-Instruct,arcc,1284,2
6412,Qwen2-VL-2B-Instruct,arcc,1285,2
6413,Qwen2-VL-2B-Instruct,arcc,1286,0
6414,Qwen2-VL-2B-Instruct,arcc,1287,1
6415,Qwen2-VL-2B-Instruct,arcc,1288,0
6416,Qwen2-VL-2B-Instruct,arcc,1289,1
6417,Qwen2-VL-2B-Instruct,arcc,1290,1
6418,Qwen2-VL-2B-Instruct,arcc,1291,0
6419,Qwen2-VL-2B-Instruct,arcc,1292,0
6420,Qwen2-VL-2B-Instruct,arcc,1293,1
6421,Qwen2-VL-2B-Instruct,arcc,1294,3
6422,Qwen2-VL-2B-Instruct,arcc,1295,0
6423,Qwen2-VL-2B-Instruct,arcc,1296,0
6424,Qwen2-VL-2B-Instruct,arcc,1297,0
6425,Qwen2-VL-2B-Instruct,arcc,1298,3
6426,Qwen2-VL-2B-Instruct,arcc,1299,0
6427,Qwen2-VL-2B-Instruct,arcc,1300,0
6428,Qwen2-VL-2B-Instruct,arcc,1301,0
6429,Qwen2-VL-2B-Instruct,arcc,1302,0
6430,Qwen2-VL-2B-Instruct,arcc,1303,1
6431,Qwen2-VL-2B-Instruct,arcc,1304,0
6432,Qwen2-VL-2B-Instruct,arcc,1305,1
6433,Qwen2-VL-2B-Instruct,arcc,1306,1
6434,Qwen2-VL-2B-Instruct,arcc,1307,0
6435,Qwen2-VL-2B-Instruct,arcc,1308,0
6436,Qwen2-VL-2B-Instruct,arcc,1309,3
6437,Qwen2-VL-2B-Instruct,arcc,1310,2
6438,Qwen2-VL-2B-Instruct,arcc,1311,1
6439,Qwen2-VL-2B-Instruct,arcc,1312,0
6440,Qwen2-VL-2B-Instruct,arcc,1313,0
6441,Qwen2-VL-2B-Instruct,arcc,1314,0
6442,Qwen2-VL-2B-Instruct,arcc,1315,0
6443,Qwen2-VL-2B-Instruct,arcc,1316,2
6444,Qwen2-VL-2B-Instruct,arcc,1317,3
6445,Qwen2-VL-2B-Instruct,arcc,1318,0
6446,Qwen2-VL-2B-Instruct,arcc,1319,0
6447,Qwen2-VL-2B-Instruct,arcc,1320,0
6448,Qwen2-VL-2B-Instruct,arcc,1321,0
6449,Qwen2-VL-2B-Instruct,arcc,1322,0
6450,Qwen2-VL-2B-Instruct,arcc,1323,1
6451,Qwen2-VL-2B-Instruct,arcc,1324,3
6452,Qwen2-VL-2B-Instruct,arcc,1325,0
6453,Qwen2-VL-2B-Instruct,arcc,1326,3
6454,Qwen2-VL-2B-Instruct,arcc,1327,0
6455,Qwen2-VL-2B-Instruct,arcc,1328,3
6456,Qwen2-VL-2B-Instruct,arcc,1330,2
6457,Qwen2-VL-2B-Instruct,arcc,1331,2
6458,Qwen2-VL-2B-Instruct,arcc,1332,0
6459,Qwen2-VL-2B-Instruct,arcc,1333,2
6460,Qwen2-VL-2B-Instruct,arcc,1334,0
6461,Qwen2-VL-2B-Instruct,arcc,1335,0
6462,Qwen2-VL-2B-Instruct,arcc,1336,0
6463,Qwen2-VL-2B-Instruct,arcc,1337,0
6464,Qwen2-VL-2B-Instruct,arcc,1338,3
6465,Qwen2-VL-2B-Instruct,arcc,1339,1
6466,Qwen2-VL-2B-Instruct,arcc,1340,2
6467,Qwen2-VL-2B-Instruct,arcc,1341,0
6468,Qwen2-VL-2B-Instruct,arcc,1342,0
6469,Qwen2-VL-2B-Instruct,arcc,1343,0
6470,Qwen2-VL-2B-Instruct,arcc,1344,2
6471,Qwen2-VL-2B-Instruct,arcc,1345,0
6472,Qwen2-VL-2B-Instruct,arcc,1346,1
6473,Qwen2-VL-2B-Instruct,arcc,1347,0
6474,Qwen2-VL-2B-Instruct,arcc,1348,0
6475,Qwen2-VL-2B-Instruct,arcc,1349,0
6476,Qwen2-VL-2B-Instruct,arcc,1350,2
6477,Qwen2-VL-2B-Instruct,arcc,1351,0
6478,Qwen2-VL-2B-Instruct,arcc,1352,1
6479,Qwen2-VL-2B-Instruct,arcc,1353,2
6480,Qwen2-VL-2B-Instruct,arcc,1354,0
6481,Qwen2-VL-2B-Instruct,arcc,1355,0
6482,Qwen2-VL-2B-Instruct,arcc,1356,0
6483,Qwen2-VL-2B-Instruct,arcc,1357,1
6484,Qwen2-VL-2B-Instruct,arcc,1358,0
6485,Qwen2-VL-2B-Instruct,arcc,1359,0
6486,Qwen2-VL-2B-Instruct,arcc,1361,1
6487,Qwen2-VL-2B-Instruct,arcc,1362,0
6488,Qwen2-VL-2B-Instruct,arcc,1363,3
6489,Qwen2-VL-2B-Instruct,arcc,1364,3
6490,Qwen2-VL-2B-Instruct,arcc,1365,0
6491,Qwen2-VL-2B-Instruct,arcc,1366,2
6492,Qwen2-VL-2B-Instruct,arcc,1367,0
6493,Qwen2-VL-2B-Instruct,arcc,1368,0
6494,Qwen2-VL-2B-Instruct,arcc,1369,0
6495,Qwen2-VL-2B-Instruct,arcc,1370,1
6496,Qwen2-VL-2B-Instruct,arcc,1371,0
6497,Qwen2-VL-2B-Instruct,arcc,1372,0
6498,Qwen2-VL-2B-Instruct,arcc,1373,1
6499,Qwen2-VL-2B-Instruct,arcc,1374,0
6500,Qwen2-VL-2B-Instruct,arcc,1375,1
6501,Qwen2-VL-2B-Instruct,arcc,1376,1
6502,Qwen2-VL-2B-Instruct,arcc,1377,2
6503,Qwen2-VL-2B-Instruct,arcc,1378,3
6504,Qwen2-VL-2B-Instruct,arcc,1379,3
6505,Qwen2-VL-2B-Instruct,arcc,1380,0
6506,Qwen2-VL-2B-Instruct,arcc,1381,0
6507,Qwen2-VL-2B-Instruct,arcc,1382,2
6508,Qwen2-VL-2B-Instruct,arcc,1383,0
6509,Qwen2-VL-2B-Instruct,arcc,1384,1
6510,Qwen2-VL-2B-Instruct,arcc,1385,0
6511,Qwen2-VL-2B-Instruct,arcc,1386,0
6512,Qwen2-VL-2B-Instruct,arcc,1387,0
6513,Qwen2-VL-2B-Instruct,arcc,1388,0
6514,Qwen2-VL-2B-Instruct,arcc,1389,0
6515,Qwen2-VL-2B-Instruct,arcc,1390,3
6516,Qwen2-VL-2B-Instruct,arcc,1391,0
6517,Qwen2-VL-2B-Instruct,arcc,1392,0
6518,Qwen2-VL-2B-Instruct,arcc,1393,0
6519,Qwen2-VL-2B-Instruct,arcc,1394,1
6520,Qwen2-VL-2B-Instruct,arcc,1395,2
6521,Qwen2-VL-2B-Instruct,arcc,1396,0
6522,Qwen2-VL-2B-Instruct,arcc,1397,0
6523,Qwen2-VL-2B-Instruct,arcc,1398,0
6524,Qwen2-VL-2B-Instruct,arcc,1399,1
6525,Qwen2-VL-2B-Instruct,arcc,1400,3
6526,Qwen2-VL-2B-Instruct,arcc,1401,0
6527,Qwen2-VL-2B-Instruct,arcc,1402,2
6528,Qwen2-VL-2B-Instruct,arcc,1403,1
6529,Qwen2-VL-2B-Instruct,arcc,1404,0
6530,Qwen2-VL-2B-Instruct,arcc,1405,0
6531,Qwen2-VL-2B-Instruct,arcc,1406,0
6532,Qwen2-VL-2B-Instruct,arcc,1407,0
6533,Qwen2-VL-2B-Instruct,arcc,1408,0
6534,Qwen2-VL-2B-Instruct,arcc,1409,0
6535,Qwen2-VL-2B-Instruct,arcc,1410,0
6536,Qwen2-VL-2B-Instruct,arcc,1411,0
6537,Qwen2-VL-2B-Instruct,arcc,1412,1
6538,Qwen2-VL-2B-Instruct,arcc,1413,0
6539,Qwen2-VL-2B-Instruct,arcc,1414,0
6540,Qwen2-VL-2B-Instruct,arcc,1415,0
6541,Qwen2-VL-2B-Instruct,arcc,1416,1
6542,Qwen2-VL-2B-Instruct,arcc,1417,1
6543,Qwen2-VL-2B-Instruct,arcc,1418,0
6544,Qwen2-VL-2B-Instruct,arcc,1419,0
6545,Qwen2-VL-2B-Instruct,arcc,1420,0
6546,Qwen2-VL-2B-Instruct,arcc,1421,1
6547,Qwen2-VL-2B-Instruct,arcc,1422,1
6548,Qwen2-VL-2B-Instruct,arcc,1423,0
6549,Qwen2-VL-2B-Instruct,arcc,1424,0
6550,Qwen2-VL-2B-Instruct,arcc,1425,0
6551,Qwen2-VL-2B-Instruct,arcc,1426,3
6552,Qwen2-VL-2B-Instruct,arcc,1427,0
6553,Qwen2-VL-2B-Instruct,arcc,1428,2
6554,Qwen2-VL-2B-Instruct,arcc,1429,0
6555,Qwen2-VL-2B-Instruct,arcc,1430,2
6556,Qwen2-VL-2B-Instruct,arcc,1431,0
6557,Qwen2-VL-2B-Instruct,arcc,1432,0
6558,Qwen2-VL-2B-Instruct,arcc,1433,0
6559,Qwen2-VL-2B-Instruct,arcc,1434,0
6560,Qwen2-VL-2B-Instruct,arcc,1435,0
6561,Qwen2-VL-2B-Instruct,arcc,1436,1
6562,Qwen2-VL-2B-Instruct,arcc,1437,2
6563,Qwen2-VL-2B-Instruct,arcc,1438,0
6564,Qwen2-VL-2B-Instruct,arcc,1439,0
6565,Qwen2-VL-2B-Instruct,arcc,1440,0
6566,Qwen2-VL-2B-Instruct,arcc,1441,2
6567,Qwen2-VL-2B-Instruct,arcc,1442,0
6568,Qwen2-VL-2B-Instruct,arcc,1443,1
6569,Qwen2-VL-2B-Instruct,arcc,1444,1
6570,Qwen2-VL-2B-Instruct,arcc,1445,0
6571,Qwen2-VL-2B-Instruct,arcc,1446,0
6572,Qwen2-VL-2B-Instruct,arcc,1447,2
6573,Qwen2-VL-2B-Instruct,arcc,1448,1
6574,Qwen2-VL-2B-Instruct,arcc,1449,0
6575,Qwen2-VL-2B-Instruct,arcc,1450,0
6576,Qwen2-VL-2B-Instruct,arcc,1451,0
6577,Qwen2-VL-2B-Instruct,arcc,1452,0
6578,Qwen2-VL-2B-Instruct,arcc,1453,0
6579,Qwen2-VL-2B-Instruct,arcc,1454,2
6580,Qwen2-VL-2B-Instruct,arcc,1455,3
6581,Qwen2-VL-2B-Instruct,arcc,1456,0
6582,Qwen2-VL-2B-Instruct,arcc,1457,0
6583,Qwen2-VL-2B-Instruct,arcc,1458,0
6584,Qwen2-VL-2B-Instruct,arcc,1459,0
6585,Qwen2-VL-2B-Instruct,arcc,1460,0
6586,Qwen2-VL-2B-Instruct,arcc,1461,0
6587,Qwen2-VL-2B-Instruct,arcc,1462,0
6588,Qwen2-VL-2B-Instruct,arcc,1463,0
6589,Qwen2-VL-2B-Instruct,arcc,1464,0
6590,Qwen2-VL-2B-Instruct,arcc,1465,0
6591,Qwen2-VL-2B-Instruct,arcc,1466,2
6592,Qwen2-VL-2B-Instruct,arcc,1467,1
6593,Qwen2-VL-2B-Instruct,arcc,1468,1
6594,Qwen2-VL-2B-Instruct,arcc,1469,0
6595,Qwen2-VL-2B-Instruct,arcc,1470,0
6596,Qwen2-VL-2B-Instruct,arcc,1471,2
6597,Qwen2-VL-2B-Instruct,arcc,1472,2
6598,Qwen2-VL-2B-Instruct,arcc,1473,0
6599,Qwen2-VL-2B-Instruct,arcc,1474,0
6600,Qwen2-VL-2B-Instruct,arcc,1475,0
6601,Qwen2-VL-2B-Instruct,arcc,1476,0
6602,Qwen2-VL-2B-Instruct,arcc,1477,3
6603,Qwen2-VL-2B-Instruct,arcc,1478,1
6604,Qwen2-VL-2B-Instruct,arcc,1479,0
6605,Qwen2-VL-2B-Instruct,arcc,1480,0
6606,Qwen2-VL-2B-Instruct,arcc,1481,0
6607,Qwen2-VL-2B-Instruct,arcc,1482,0
