,model,dataset,question_id,answer_index
14003,Phi-3-mini-4k-instruct,openbookqa,622,1
14004,Phi-3-mini-4k-instruct,openbookqa,623,0
14005,Phi-3-mini-4k-instruct,openbookqa,624,0
14006,Phi-3-mini-4k-instruct,openbookqa,625,3
14007,Phi-3-mini-4k-instruct,openbookqa,626,0
14008,Phi-3-mini-4k-instruct,openbookqa,627,2
14009,Phi-3-mini-4k-instruct,openbookqa,628,0
14010,Phi-3-mini-4k-instruct,openbookqa,629,0
14011,Phi-3-mini-4k-instruct,openbookqa,630,0
14012,Phi-3-mini-4k-instruct,openbookqa,631,0
14013,Phi-3-mini-4k-instruct,openbookqa,632,0
14014,Phi-3-mini-4k-instruct,openbookqa,633,1
14015,Phi-3-mini-4k-instruct,openbookqa,634,1
14016,Phi-3-mini-4k-instruct,openbookqa,635,0
14017,Phi-3-mini-4k-instruct,openbookqa,636,0
14018,Phi-3-mini-4k-instruct,openbookqa,637,0
14019,Phi-3-mini-4k-instruct,openbookqa,638,0
14020,Phi-3-mini-4k-instruct,openbookqa,639,0
14021,Phi-3-mini-4k-instruct,openbookqa,640,0
14022,Phi-3-mini-4k-instruct,openbookqa,641,2
14023,Phi-3-mini-4k-instruct,openbookqa,642,0
14024,Phi-3-mini-4k-instruct,openbookqa,643,0
14025,Phi-3-mini-4k-instruct,openbookqa,644,0
14026,Phi-3-mini-4k-instruct,openbookqa,645,0
14027,Phi-3-mini-4k-instruct,openbookqa,646,0
14028,Phi-3-mini-4k-instruct,openbookqa,647,1
14029,Phi-3-mini-4k-instruct,openbookqa,648,0
14030,Phi-3-mini-4k-instruct,openbookqa,649,0
14031,Phi-3-mini-4k-instruct,openbookqa,650,0
14032,Phi-3-mini-4k-instruct,openbookqa,651,0
14033,Phi-3-mini-4k-instruct,openbookqa,652,0
14034,Phi-3-mini-4k-instruct,openbookqa,653,0
14035,Phi-3-mini-4k-instruct,openbookqa,654,0
14036,Phi-3-mini-4k-instruct,openbookqa,655,0
14037,Phi-3-mini-4k-instruct,openbookqa,656,0
14038,Phi-3-mini-4k-instruct,openbookqa,657,1
14039,Phi-3-mini-4k-instruct,openbookqa,658,0
14040,Phi-3-mini-4k-instruct,openbookqa,659,0
14041,Phi-3-mini-4k-instruct,openbookqa,660,1
14042,Phi-3-mini-4k-instruct,openbookqa,661,0
14043,Phi-3-mini-4k-instruct,openbookqa,662,0
14044,Phi-3-mini-4k-instruct,openbookqa,663,0
14045,Phi-3-mini-4k-instruct,openbookqa,664,2
14046,Phi-3-mini-4k-instruct,openbookqa,665,0
14047,Phi-3-mini-4k-instruct,openbookqa,666,0
14048,Phi-3-mini-4k-instruct,openbookqa,667,1
14049,Phi-3-mini-4k-instruct,openbookqa,668,0
14050,Phi-3-mini-4k-instruct,openbookqa,669,0
14051,Phi-3-mini-4k-instruct,openbookqa,670,1
14052,Phi-3-mini-4k-instruct,openbookqa,671,0
14053,Phi-3-mini-4k-instruct,openbookqa,672,2
14054,Phi-3-mini-4k-instruct,openbookqa,673,0
14055,Phi-3-mini-4k-instruct,openbookqa,674,0
14056,Phi-3-mini-4k-instruct,openbookqa,675,0
14057,Phi-3-mini-4k-instruct,openbookqa,676,0
14058,Phi-3-mini-4k-instruct,openbookqa,677,0
14059,Phi-3-mini-4k-instruct,openbookqa,678,0
14060,Phi-3-mini-4k-instruct,openbookqa,679,0
14061,Phi-3-mini-4k-instruct,openbookqa,680,0
14062,Phi-3-mini-4k-instruct,openbookqa,681,0
14063,Phi-3-mini-4k-instruct,openbookqa,682,0
14064,Phi-3-mini-4k-instruct,openbookqa,683,1
14065,Phi-3-mini-4k-instruct,openbookqa,684,0
14066,Phi-3-mini-4k-instruct,openbookqa,685,0
14067,Phi-3-mini-4k-instruct,openbookqa,686,0
14068,Phi-3-mini-4k-instruct,openbookqa,687,0
14069,Phi-3-mini-4k-instruct,openbookqa,688,1
14070,Phi-3-mini-4k-instruct,openbookqa,689,0
14071,Phi-3-mini-4k-instruct,openbookqa,690,2
14072,Phi-3-mini-4k-instruct,openbookqa,691,0
14073,Phi-3-mini-4k-instruct,openbookqa,692,0
14074,Phi-3-mini-4k-instruct,openbookqa,693,0
14075,Phi-3-mini-4k-instruct,openbookqa,694,0
14076,Phi-3-mini-4k-instruct,openbookqa,695,0
14077,Phi-3-mini-4k-instruct,openbookqa,696,0
14078,Phi-3-mini-4k-instruct,openbookqa,697,0
14079,Phi-3-mini-4k-instruct,openbookqa,698,0
14080,Phi-3-mini-4k-instruct,openbookqa,699,1
14081,Phi-3-mini-4k-instruct,openbookqa,700,0
14082,Phi-3-mini-4k-instruct,openbookqa,701,0
14083,Phi-3-mini-4k-instruct,openbookqa,702,1
14084,Phi-3-mini-4k-instruct,openbookqa,703,0
14085,Phi-3-mini-4k-instruct,openbookqa,704,0
14086,Phi-3-mini-4k-instruct,openbookqa,705,0
14087,Phi-3-mini-4k-instruct,openbookqa,706,0
14088,Phi-3-mini-4k-instruct,openbookqa,707,0
14089,Phi-3-mini-4k-instruct,openbookqa,708,0
14090,Phi-3-mini-4k-instruct,openbookqa,709,0
14091,Phi-3-mini-4k-instruct,openbookqa,710,0
14092,Phi-3-mini-4k-instruct,openbookqa,711,0
14093,Phi-3-mini-4k-instruct,openbookqa,712,0
14094,Phi-3-mini-4k-instruct,openbookqa,713,0
14095,Phi-3-mini-4k-instruct,openbookqa,714,1
14096,Phi-3-mini-4k-instruct,openbookqa,715,0
14097,Phi-3-mini-4k-instruct,openbookqa,716,0
14098,Phi-3-mini-4k-instruct,openbookqa,717,0
14099,Phi-3-mini-4k-instruct,openbookqa,718,0
14100,Phi-3-mini-4k-instruct,openbookqa,719,0
14101,Phi-3-mini-4k-instruct,openbookqa,720,0
14102,Phi-3-mini-4k-instruct,openbookqa,721,1
14103,Phi-3-mini-4k-instruct,openbookqa,722,0
14104,Phi-3-mini-4k-instruct,openbookqa,723,0
14105,Phi-3-mini-4k-instruct,openbookqa,724,1
14106,Phi-3-mini-4k-instruct,openbookqa,725,0
14107,Phi-3-mini-4k-instruct,openbookqa,726,0
14108,Phi-3-mini-4k-instruct,openbookqa,727,0
14109,Phi-3-mini-4k-instruct,openbookqa,728,1
14110,Phi-3-mini-4k-instruct,openbookqa,729,0
14111,Phi-3-mini-4k-instruct,openbookqa,730,0
14112,Phi-3-mini-4k-instruct,openbookqa,731,1
14113,Phi-3-mini-4k-instruct,openbookqa,732,2
14114,Phi-3-mini-4k-instruct,openbookqa,733,3
14115,Phi-3-mini-4k-instruct,openbookqa,734,1
14116,Phi-3-mini-4k-instruct,openbookqa,735,0
14117,Phi-3-mini-4k-instruct,openbookqa,736,0
14118,Phi-3-mini-4k-instruct,openbookqa,737,0
14119,Phi-3-mini-4k-instruct,openbookqa,738,1
14120,Phi-3-mini-4k-instruct,openbookqa,739,0
14121,Phi-3-mini-4k-instruct,openbookqa,740,0
14122,Phi-3-mini-4k-instruct,openbookqa,741,0
14123,Phi-3-mini-4k-instruct,openbookqa,742,1
14124,Phi-3-mini-4k-instruct,openbookqa,743,1
14125,Phi-3-mini-4k-instruct,openbookqa,744,0
14126,Phi-3-mini-4k-instruct,openbookqa,745,0
14127,Phi-3-mini-4k-instruct,openbookqa,746,1
14128,Phi-3-mini-4k-instruct,openbookqa,747,0
14129,Phi-3-mini-4k-instruct,openbookqa,748,0
14130,Phi-3-mini-4k-instruct,openbookqa,749,0
14131,Phi-3-mini-4k-instruct,openbookqa,750,1
14132,Phi-3-mini-4k-instruct,openbookqa,751,1
14133,Phi-3-mini-4k-instruct,openbookqa,752,0
14134,Phi-3-mini-4k-instruct,openbookqa,753,0
14135,Phi-3-mini-4k-instruct,openbookqa,754,0
14136,Phi-3-mini-4k-instruct,openbookqa,755,0
14137,Phi-3-mini-4k-instruct,openbookqa,756,0
14138,Phi-3-mini-4k-instruct,openbookqa,757,0
14139,Phi-3-mini-4k-instruct,openbookqa,758,0
14140,Phi-3-mini-4k-instruct,openbookqa,759,0
14141,Phi-3-mini-4k-instruct,openbookqa,760,0
14142,Phi-3-mini-4k-instruct,openbookqa,761,0
14143,Phi-3-mini-4k-instruct,openbookqa,762,0
14144,Phi-3-mini-4k-instruct,openbookqa,763,0
14145,Phi-3-mini-4k-instruct,openbookqa,764,1
14146,Phi-3-mini-4k-instruct,openbookqa,765,0
14147,Phi-3-mini-4k-instruct,openbookqa,766,0
14148,Phi-3-mini-4k-instruct,openbookqa,767,0
14149,Phi-3-mini-4k-instruct,openbookqa,768,0
14150,Phi-3-mini-4k-instruct,openbookqa,769,1
14151,Phi-3-mini-4k-instruct,openbookqa,770,0
14152,Phi-3-mini-4k-instruct,openbookqa,771,2
14153,Phi-3-mini-4k-instruct,openbookqa,772,0
14154,Phi-3-mini-4k-instruct,openbookqa,773,0
14155,Phi-3-mini-4k-instruct,openbookqa,774,0
14156,Phi-3-mini-4k-instruct,openbookqa,775,1
14157,Phi-3-mini-4k-instruct,openbookqa,776,1
14158,Phi-3-mini-4k-instruct,openbookqa,777,0
14159,Phi-3-mini-4k-instruct,openbookqa,778,0
14160,Phi-3-mini-4k-instruct,openbookqa,779,0
14161,Phi-3-mini-4k-instruct,openbookqa,780,1
14162,Phi-3-mini-4k-instruct,openbookqa,781,3
14163,Phi-3-mini-4k-instruct,openbookqa,782,0
14164,Phi-3-mini-4k-instruct,openbookqa,783,1
14165,Phi-3-mini-4k-instruct,openbookqa,784,0
14166,Phi-3-mini-4k-instruct,openbookqa,785,0
14167,Phi-3-mini-4k-instruct,openbookqa,786,2
14168,Phi-3-mini-4k-instruct,openbookqa,787,0
14169,Phi-3-mini-4k-instruct,openbookqa,788,1
14170,Phi-3-mini-4k-instruct,openbookqa,789,0
14171,Phi-3-mini-4k-instruct,openbookqa,790,0
14172,Phi-3-mini-4k-instruct,openbookqa,791,1
14173,Phi-3-mini-4k-instruct,openbookqa,792,0
14174,Phi-3-mini-4k-instruct,openbookqa,793,0
14175,Phi-3-mini-4k-instruct,openbookqa,794,0
14176,Phi-3-mini-4k-instruct,openbookqa,795,0
14177,Phi-3-mini-4k-instruct,openbookqa,796,0
14178,Phi-3-mini-4k-instruct,openbookqa,797,1
14179,Phi-3-mini-4k-instruct,openbookqa,798,0
14180,Phi-3-mini-4k-instruct,openbookqa,799,1
14181,Phi-3-mini-4k-instruct,openbookqa,800,3
14182,Phi-3-mini-4k-instruct,openbookqa,801,1
14183,Phi-3-mini-4k-instruct,openbookqa,802,0
14184,Phi-3-mini-4k-instruct,openbookqa,803,0
14185,Phi-3-mini-4k-instruct,openbookqa,804,0
14186,Phi-3-mini-4k-instruct,openbookqa,805,0
14187,Phi-3-mini-4k-instruct,openbookqa,806,0
14188,Phi-3-mini-4k-instruct,openbookqa,807,0
14189,Phi-3-mini-4k-instruct,openbookqa,808,0
14190,Phi-3-mini-4k-instruct,openbookqa,809,0
14191,Phi-3-mini-4k-instruct,openbookqa,810,0
14192,Phi-3-mini-4k-instruct,openbookqa,811,0
14193,Phi-3-mini-4k-instruct,openbookqa,812,1
14194,Phi-3-mini-4k-instruct,openbookqa,813,0
14195,Phi-3-mini-4k-instruct,openbookqa,814,0
14196,Phi-3-mini-4k-instruct,openbookqa,815,2
14197,Phi-3-mini-4k-instruct,openbookqa,816,2
14198,Phi-3-mini-4k-instruct,openbookqa,817,0
14199,Phi-3-mini-4k-instruct,openbookqa,818,0
14200,Phi-3-mini-4k-instruct,openbookqa,819,2
14201,Phi-3-mini-4k-instruct,openbookqa,820,0
14202,Phi-3-mini-4k-instruct,openbookqa,821,2
14203,Phi-3-mini-4k-instruct,openbookqa,822,0
14204,Phi-3-mini-4k-instruct,openbookqa,823,0
14205,Phi-3-mini-4k-instruct,openbookqa,824,0
14206,Phi-3-mini-4k-instruct,openbookqa,825,0
14207,Phi-3-mini-4k-instruct,openbookqa,826,0
14208,Phi-3-mini-4k-instruct,openbookqa,827,0
14209,Phi-3-mini-4k-instruct,openbookqa,828,0
14210,Phi-3-mini-4k-instruct,openbookqa,829,1
14211,Phi-3-mini-4k-instruct,openbookqa,830,0
14212,Phi-3-mini-4k-instruct,openbookqa,831,1
14213,Phi-3-mini-4k-instruct,openbookqa,832,0
14214,Phi-3-mini-4k-instruct,openbookqa,833,0
14215,Phi-3-mini-4k-instruct,openbookqa,834,0
14216,Phi-3-mini-4k-instruct,openbookqa,835,0
14217,Phi-3-mini-4k-instruct,openbookqa,836,0
14218,Phi-3-mini-4k-instruct,openbookqa,837,0
14219,Phi-3-mini-4k-instruct,openbookqa,838,1
14220,Phi-3-mini-4k-instruct,openbookqa,839,0
14221,Phi-3-mini-4k-instruct,openbookqa,840,0
14222,Phi-3-mini-4k-instruct,openbookqa,841,0
14223,Phi-3-mini-4k-instruct,openbookqa,842,0
14224,Phi-3-mini-4k-instruct,openbookqa,843,1
14225,Phi-3-mini-4k-instruct,openbookqa,844,0
14226,Phi-3-mini-4k-instruct,openbookqa,845,0
14227,Phi-3-mini-4k-instruct,openbookqa,846,1
14228,Phi-3-mini-4k-instruct,openbookqa,847,0
14229,Phi-3-mini-4k-instruct,openbookqa,848,0
14230,Phi-3-mini-4k-instruct,openbookqa,849,1
14231,Phi-3-mini-4k-instruct,openbookqa,850,0
14232,Phi-3-mini-4k-instruct,openbookqa,851,0
14233,Phi-3-mini-4k-instruct,openbookqa,852,0
14234,Phi-3-mini-4k-instruct,openbookqa,853,0
14235,Phi-3-mini-4k-instruct,openbookqa,854,0
14236,Phi-3-mini-4k-instruct,openbookqa,855,0
14237,Phi-3-mini-4k-instruct,openbookqa,856,0
14238,Phi-3-mini-4k-instruct,openbookqa,857,0
14239,Phi-3-mini-4k-instruct,openbookqa,858,0
14240,Phi-3-mini-4k-instruct,openbookqa,859,0
14241,Phi-3-mini-4k-instruct,openbookqa,860,0
14242,Phi-3-mini-4k-instruct,openbookqa,861,1
14243,Phi-3-mini-4k-instruct,openbookqa,862,0
14244,Phi-3-mini-4k-instruct,openbookqa,863,0
14245,Phi-3-mini-4k-instruct,openbookqa,864,0
14246,Phi-3-mini-4k-instruct,openbookqa,865,3
14247,Phi-3-mini-4k-instruct,openbookqa,866,0
14248,Phi-3-mini-4k-instruct,openbookqa,867,0
14249,Phi-3-mini-4k-instruct,openbookqa,868,0
14250,Phi-3-mini-4k-instruct,openbookqa,869,0
14251,Phi-3-mini-4k-instruct,openbookqa,870,0
14252,Phi-3-mini-4k-instruct,openbookqa,871,0
14253,Phi-3-mini-4k-instruct,openbookqa,872,0
14254,Phi-3-mini-4k-instruct,openbookqa,873,0
14255,Phi-3-mini-4k-instruct,openbookqa,874,0
14256,Phi-3-mini-4k-instruct,openbookqa,875,0
14257,Phi-3-mini-4k-instruct,openbookqa,876,0
14258,Phi-3-mini-4k-instruct,openbookqa,877,0
14259,Phi-3-mini-4k-instruct,openbookqa,878,0
14260,Phi-3-mini-4k-instruct,openbookqa,879,0
14261,Phi-3-mini-4k-instruct,openbookqa,880,0
14262,Phi-3-mini-4k-instruct,openbookqa,881,1
14263,Phi-3-mini-4k-instruct,openbookqa,882,0
14264,Phi-3-mini-4k-instruct,openbookqa,883,0
14265,Phi-3-mini-4k-instruct,openbookqa,884,2
14266,Phi-3-mini-4k-instruct,openbookqa,885,1
14267,Phi-3-mini-4k-instruct,openbookqa,886,0
14268,Phi-3-mini-4k-instruct,openbookqa,887,0
14269,Phi-3-mini-4k-instruct,openbookqa,888,1
14270,Phi-3-mini-4k-instruct,openbookqa,889,0
14271,Phi-3-mini-4k-instruct,openbookqa,890,0
14272,Phi-3-mini-4k-instruct,openbookqa,891,2
14273,Phi-3-mini-4k-instruct,openbookqa,892,0
14274,Phi-3-mini-4k-instruct,openbookqa,893,0
14275,Phi-3-mini-4k-instruct,openbookqa,894,0
14276,Phi-3-mini-4k-instruct,openbookqa,895,0
14277,Phi-3-mini-4k-instruct,openbookqa,896,0
14278,Phi-3-mini-4k-instruct,openbookqa,897,0
14279,Phi-3-mini-4k-instruct,openbookqa,898,0
14280,Phi-3-mini-4k-instruct,openbookqa,899,0
14281,Phi-3-mini-4k-instruct,openbookqa,900,1
14282,Phi-3-mini-4k-instruct,openbookqa,901,0
14283,Phi-3-mini-4k-instruct,openbookqa,902,0
14284,Phi-3-mini-4k-instruct,openbookqa,903,0
14285,Phi-3-mini-4k-instruct,openbookqa,904,0
14286,Phi-3-mini-4k-instruct,openbookqa,905,1
14287,Phi-3-mini-4k-instruct,openbookqa,906,0
14288,Phi-3-mini-4k-instruct,openbookqa,907,1
14289,Phi-3-mini-4k-instruct,openbookqa,908,0
14290,Phi-3-mini-4k-instruct,openbookqa,909,0
14291,Phi-3-mini-4k-instruct,openbookqa,910,1
14292,Phi-3-mini-4k-instruct,openbookqa,911,0
14293,Phi-3-mini-4k-instruct,openbookqa,912,0
14294,Phi-3-mini-4k-instruct,openbookqa,913,0
14295,Phi-3-mini-4k-instruct,openbookqa,914,0
14296,Phi-3-mini-4k-instruct,openbookqa,915,2
14297,Phi-3-mini-4k-instruct,openbookqa,916,0
14298,Phi-3-mini-4k-instruct,openbookqa,917,2
14299,Phi-3-mini-4k-instruct,openbookqa,918,0
14300,Phi-3-mini-4k-instruct,openbookqa,919,0
14301,Phi-3-mini-4k-instruct,openbookqa,920,0
14302,Phi-3-mini-4k-instruct,openbookqa,921,0
14303,Phi-3-mini-4k-instruct,openbookqa,922,3
14304,Phi-3-mini-4k-instruct,openbookqa,923,1
14305,Phi-3-mini-4k-instruct,openbookqa,924,0
14306,Phi-3-mini-4k-instruct,openbookqa,925,0
14307,Phi-3-mini-4k-instruct,openbookqa,926,0
14308,Phi-3-mini-4k-instruct,openbookqa,927,2
14309,Phi-3-mini-4k-instruct,openbookqa,928,0
14310,Phi-3-mini-4k-instruct,openbookqa,929,0
14311,Phi-3-mini-4k-instruct,openbookqa,930,2
14312,Phi-3-mini-4k-instruct,openbookqa,931,0
14313,Phi-3-mini-4k-instruct,openbookqa,932,0
14314,Phi-3-mini-4k-instruct,openbookqa,933,1
14315,Phi-3-mini-4k-instruct,openbookqa,934,0
14316,Phi-3-mini-4k-instruct,openbookqa,935,0
14317,Phi-3-mini-4k-instruct,openbookqa,936,1
14318,Phi-3-mini-4k-instruct,openbookqa,937,0
14319,Phi-3-mini-4k-instruct,openbookqa,938,0
14320,Phi-3-mini-4k-instruct,openbookqa,939,0
14321,Phi-3-mini-4k-instruct,openbookqa,940,2
14322,Phi-3-mini-4k-instruct,openbookqa,941,0
14323,Phi-3-mini-4k-instruct,openbookqa,942,0
14324,Phi-3-mini-4k-instruct,openbookqa,943,0
14325,Phi-3-mini-4k-instruct,openbookqa,944,0
14326,Phi-3-mini-4k-instruct,openbookqa,945,0
14327,Phi-3-mini-4k-instruct,openbookqa,946,0
14328,Phi-3-mini-4k-instruct,openbookqa,947,1
14329,Phi-3-mini-4k-instruct,openbookqa,948,2
14330,Phi-3-mini-4k-instruct,openbookqa,949,0
14331,Phi-3-mini-4k-instruct,openbookqa,950,1
14332,Phi-3-mini-4k-instruct,openbookqa,951,0
14333,Phi-3-mini-4k-instruct,openbookqa,952,0
14334,Phi-3-mini-4k-instruct,openbookqa,953,0
14335,Phi-3-mini-4k-instruct,openbookqa,954,3
14336,Phi-3-mini-4k-instruct,openbookqa,955,1
14337,Phi-3-mini-4k-instruct,openbookqa,956,1
14338,Phi-3-mini-4k-instruct,openbookqa,957,0
14339,Phi-3-mini-4k-instruct,openbookqa,958,1
14340,Phi-3-mini-4k-instruct,openbookqa,959,0
14341,Phi-3-mini-4k-instruct,openbookqa,961,0
14342,Phi-3-mini-4k-instruct,openbookqa,962,0
14343,Phi-3-mini-4k-instruct,openbookqa,963,0
14344,Phi-3-mini-4k-instruct,openbookqa,964,2
14345,Phi-3-mini-4k-instruct,openbookqa,965,3
14346,Phi-3-mini-4k-instruct,openbookqa,966,2
14347,Phi-3-mini-4k-instruct,openbookqa,967,0
14348,Phi-3-mini-4k-instruct,openbookqa,968,0
14349,Phi-3-mini-4k-instruct,openbookqa,969,1
14350,Phi-3-mini-4k-instruct,openbookqa,970,0
14351,Phi-3-mini-4k-instruct,openbookqa,971,1
14352,Phi-3-mini-4k-instruct,openbookqa,972,1
14353,Phi-3-mini-4k-instruct,openbookqa,973,0
14354,Phi-3-mini-4k-instruct,openbookqa,974,0
14355,Phi-3-mini-4k-instruct,openbookqa,975,0
14356,Phi-3-mini-4k-instruct,openbookqa,976,0
14357,Phi-3-mini-4k-instruct,openbookqa,977,2
14358,Phi-3-mini-4k-instruct,openbookqa,978,0
14359,Phi-3-mini-4k-instruct,openbookqa,979,0
14360,Phi-3-mini-4k-instruct,openbookqa,980,0
14361,Phi-3-mini-4k-instruct,openbookqa,981,0
14362,Phi-3-mini-4k-instruct,openbookqa,982,0
14363,Phi-3-mini-4k-instruct,openbookqa,983,0
14364,Phi-3-mini-4k-instruct,openbookqa,984,0
14365,Phi-3-mini-4k-instruct,openbookqa,985,0
14366,Phi-3-mini-4k-instruct,openbookqa,986,1
14367,Phi-3-mini-4k-instruct,openbookqa,987,0
14368,Phi-3-mini-4k-instruct,openbookqa,988,0
14369,Phi-3-mini-4k-instruct,openbookqa,989,0
14370,Phi-3-mini-4k-instruct,openbookqa,990,0
14371,Phi-3-mini-4k-instruct,openbookqa,991,1
14372,Phi-3-mini-4k-instruct,openbookqa,992,1
14373,Phi-3-mini-4k-instruct,openbookqa,993,1
14374,Phi-3-mini-4k-instruct,openbookqa,994,0
14375,Phi-3-mini-4k-instruct,openbookqa,995,0
14376,Phi-3-mini-4k-instruct,openbookqa,996,0
14377,Phi-3-mini-4k-instruct,openbookqa,997,1
14378,Phi-3-mini-4k-instruct,openbookqa,998,1
14379,Phi-3-mini-4k-instruct,openbookqa,999,1
14380,Phi-3-mini-4k-instruct,openbookqa,1000,0
14381,Phi-3-mini-4k-instruct,openbookqa,1001,1
14382,Phi-3-mini-4k-instruct,openbookqa,1002,0
14383,Phi-3-mini-4k-instruct,openbookqa,1003,0
14384,Phi-3-mini-4k-instruct,openbookqa,1004,0
14385,Phi-3-mini-4k-instruct,openbookqa,1005,1
14386,Phi-3-mini-4k-instruct,openbookqa,1006,0
14387,Phi-3-mini-4k-instruct,openbookqa,1007,0
14388,Phi-3-mini-4k-instruct,openbookqa,1008,0
14389,Phi-3-mini-4k-instruct,openbookqa,1009,0
14390,Phi-3-mini-4k-instruct,openbookqa,1010,0
14391,Phi-3-mini-4k-instruct,openbookqa,1012,0
14392,Phi-3-mini-4k-instruct,openbookqa,1013,0
14393,Phi-3-mini-4k-instruct,openbookqa,1014,0
14394,Phi-3-mini-4k-instruct,openbookqa,1015,0
14395,Phi-3-mini-4k-instruct,openbookqa,1016,0
14396,Phi-3-mini-4k-instruct,openbookqa,1017,1
14397,Phi-3-mini-4k-instruct,openbookqa,1018,0
14398,Phi-3-mini-4k-instruct,openbookqa,1019,0
14399,Phi-3-mini-4k-instruct,openbookqa,1020,2
14400,Phi-3-mini-4k-instruct,openbookqa,1021,0
14401,Phi-3-mini-4k-instruct,openbookqa,1022,0
14402,Phi-3-mini-4k-instruct,openbookqa,1023,0
14403,Phi-3-mini-4k-instruct,openbookqa,1024,0
14404,Phi-3-mini-4k-instruct,openbookqa,1025,0
14405,Phi-3-mini-4k-instruct,openbookqa,1026,0
14406,Phi-3-mini-4k-instruct,openbookqa,1027,1
14407,Phi-3-mini-4k-instruct,openbookqa,1028,0
14408,Phi-3-mini-4k-instruct,openbookqa,1029,0
14409,Phi-3-mini-4k-instruct,openbookqa,1030,3
14410,Phi-3-mini-4k-instruct,openbookqa,1031,0
14411,Phi-3-mini-4k-instruct,openbookqa,1032,0
14412,Phi-3-mini-4k-instruct,openbookqa,1033,0
14413,Phi-3-mini-4k-instruct,openbookqa,1034,0
14414,Phi-3-mini-4k-instruct,openbookqa,1035,0
14415,Phi-3-mini-4k-instruct,openbookqa,1036,0
14416,Phi-3-mini-4k-instruct,openbookqa,1037,0
14417,Phi-3-mini-4k-instruct,openbookqa,1038,0
14418,Phi-3-mini-4k-instruct,openbookqa,1039,0
14419,Phi-3-mini-4k-instruct,openbookqa,1040,0
14420,Phi-3-mini-4k-instruct,openbookqa,1041,0
14421,Phi-3-mini-4k-instruct,openbookqa,1042,0
14422,Phi-3-mini-4k-instruct,openbookqa,1043,0
14423,Phi-3-mini-4k-instruct,openbookqa,1044,0
14424,Phi-3-mini-4k-instruct,openbookqa,1045,0
14425,Phi-3-mini-4k-instruct,openbookqa,1046,0
14426,Phi-3-mini-4k-instruct,openbookqa,1047,0
14427,Phi-3-mini-4k-instruct,openbookqa,1048,0
14428,Phi-3-mini-4k-instruct,openbookqa,1049,0
14429,Phi-3-mini-4k-instruct,openbookqa,1050,0
14430,Phi-3-mini-4k-instruct,openbookqa,1051,0
14431,Phi-3-mini-4k-instruct,openbookqa,1053,0
14432,Phi-3-mini-4k-instruct,openbookqa,1054,0
14433,Phi-3-mini-4k-instruct,openbookqa,1055,0
14434,Phi-3-mini-4k-instruct,openbookqa,1056,0
14435,Phi-3-mini-4k-instruct,openbookqa,1057,0
14436,Phi-3-mini-4k-instruct,openbookqa,1058,0
14437,Phi-3-mini-4k-instruct,openbookqa,1059,0
14438,Phi-3-mini-4k-instruct,openbookqa,1060,0
14439,Phi-3-mini-4k-instruct,openbookqa,1061,1
14440,Phi-3-mini-4k-instruct,openbookqa,1062,0
14441,Phi-3-mini-4k-instruct,openbookqa,1063,0
14442,Phi-3-mini-4k-instruct,openbookqa,1064,0
14443,Phi-3-mini-4k-instruct,openbookqa,1065,0
14444,Phi-3-mini-4k-instruct,openbookqa,1066,1
14445,Phi-3-mini-4k-instruct,openbookqa,1067,1
14446,Phi-3-mini-4k-instruct,openbookqa,1068,0
14447,Phi-3-mini-4k-instruct,openbookqa,1069,0
14448,Phi-3-mini-4k-instruct,openbookqa,1070,1
14449,Phi-3-mini-4k-instruct,openbookqa,1071,0
14450,Phi-3-mini-4k-instruct,openbookqa,1072,0
14451,Phi-3-mini-4k-instruct,openbookqa,1073,0
14452,Phi-3-mini-4k-instruct,openbookqa,1074,0
14453,Phi-3-mini-4k-instruct,openbookqa,1075,0
14454,Phi-3-mini-4k-instruct,openbookqa,1076,0
14455,Phi-3-mini-4k-instruct,openbookqa,1077,0
14456,Phi-3-mini-4k-instruct,openbookqa,1078,2
14457,Phi-3-mini-4k-instruct,openbookqa,1079,0
14458,Phi-3-mini-4k-instruct,openbookqa,1080,0
14459,Phi-3-mini-4k-instruct,openbookqa,1081,0
14460,Phi-3-mini-4k-instruct,openbookqa,1082,0
14461,Phi-3-mini-4k-instruct,openbookqa,1084,0
14462,Phi-3-mini-4k-instruct,openbookqa,1085,1
14463,Phi-3-mini-4k-instruct,openbookqa,1086,0
14464,Phi-3-mini-4k-instruct,openbookqa,1087,0
14465,Phi-3-mini-4k-instruct,openbookqa,1088,0
14466,Phi-3-mini-4k-instruct,openbookqa,1089,0
14467,Phi-3-mini-4k-instruct,openbookqa,1090,0
14468,Phi-3-mini-4k-instruct,openbookqa,1091,3
14469,Phi-3-mini-4k-instruct,openbookqa,1092,0
14470,Phi-3-mini-4k-instruct,openbookqa,1093,0
14471,Phi-3-mini-4k-instruct,openbookqa,1094,0
14472,Phi-3-mini-4k-instruct,openbookqa,1095,0
14473,Phi-3-mini-4k-instruct,openbookqa,1096,0
14474,Phi-3-mini-4k-instruct,openbookqa,1097,0
14475,Phi-3-mini-4k-instruct,openbookqa,1098,0
14476,Phi-3-mini-4k-instruct,openbookqa,1099,0
14477,Phi-3-mini-4k-instruct,openbookqa,1100,0
14478,Phi-3-mini-4k-instruct,openbookqa,1101,0
14479,Phi-3-mini-4k-instruct,openbookqa,1102,1
14480,Phi-3-mini-4k-instruct,openbookqa,1103,0
